AAPL,GOOGL,MSFT,AMZN,MS,GS,JPM,BLK,MYL,PFE,AET,Date
0.0411803605826,0.0371325212559,0.0244247445734,0.0300441213484,0.0357362394451,0.0149378030028,0.0295010690291,-0.0117167375284,0.0547893058851,0.0463090943629,0.0526663755109,1/7/2011
0.0361125935986,0.0124753796634,-0.0105447820506,0.0174224158905,0.0272822890185,0.0249365659772,0.0286871560965,0.055249918549,0.0212773984473,0.0,0.0524185909013,1/14/2011
-0.0644786849901,-0.0199844026322,-0.0099456639446,-0.0619035850367,0.0349262133104,-0.0515951819714,0.00842699412127,-0.0305496892729,0.00905971377048,0.00103579597989,-0.0181618982209,1/21/2011
0.0283043560099,-0.0178753583715,-0.00964605750184,-0.0360378681025,-0.0311324164787,-0.0270194513206,-0.0167004733647,0.00624440156207,-0.00424675326547,-0.0114463508483,-0.00999080832544,1/28/2011
0.030474984667,0.016486462451,0.000683908841647,0.027604253661,0.0275094599179,0.0187376402708,0.00112226030746,0.000363257699004,0.0104212840668,0.071893836416,0.127219610016,2/4/2011
0.0294336856983,0.0218885439056,-0.0189043167166,0.0729827036666,0.0103315303539,0.0110424499033,0.0434472882666,0.0456080437044,0.00860220358266,-0.0247891152912,0.00614414795342,2/11/2011
-0.0177844557586,0.0088932227892,-0.00109978145354,-0.0146376532337,0.027150508925,0.00824940990711,0.03024414258,0.015852993477,-0.000535475247065,0.0190720946639,0.0168309704902,2/18/2011
-0.006869931098,-0.0323199717495,-0.0190294499202,-0.0509264927526,-0.0368121413861,-0.0175339562004,-0.0278837505143,-0.0133980973281,-0.031669222578,-0.0173433053315,-0.0253683263387,2/25/2011
0.0334411377012,-0.0155635018424,-0.0227627125557,-0.0319307170485,-0.0490564401065,-0.0231444986226,-0.0251662047801,-0.00306232941503,0.0058431344242,0.0415384677928,0.0266902779565,3/4/2011
-0.0224997348244,-0.0406243544748,-0.0105532770661,-0.0211934699944,-0.00352292069506,-0.00198795834826,0.0048237340133,-0.0608025828608,-0.0174090996545,-0.00970768555685,-0.04919921991,3/11/2011
-0.062482184486,-0.0275096548851,-0.0348707547514,-0.0378959529088,-0.0326362060376,-0.00448910255337,0.0,-0.0289998361642,-0.0313590794867,0.0358136725229,-0.0388015385668,3/18/2011
0.0612019284348,0.0327516824905,0.0325307171205,0.0550619842184,-0.0109989000244,-0.0125185729101,0.00261924871497,0.0197946830371,0.0295677668716,0.00838962138915,0.0467418226093,3/25/2011
-0.0200542395245,0.0205895344827,-0.00547840982573,0.0521322218374,0.00478303355655,0.0142043488168,0.0106278103682,0.0726776867756,0.0404095383379,0.00147288766886,0.023878534935,4/1/2011
-0.0279597103289,-0.0233194239627,0.0228921631711,0.0251082151558,-0.000368945870306,0.00454216448998,0.015923264115,-0.031768805351,0.00899941792649,0.00391913016647,-0.0249922513456,4/8/2011
-0.0229432193256,-0.0856538149672,-0.0272217431325,-0.0257746226886,-0.00995723500877,-0.0368935195984,-0.0425220445859,-0.0146918490111,0.0190159966289,0.00341294188898,0.0224148565226,4/15/2011
0.0685539058894,-0.0106092654819,0.00589724861716,0.0321426960164,-0.0187049876557,-0.0104932904561,-0.00468914995532,0.0287657149891,0.0317225363985,-0.0367067951632,0.0426348825616,4/22/2011
-0.00161416995234,0.035547305045,0.0155520302018,0.0519897003962,-0.0106072173875,-0.0164229278853,0.0210407178067,-0.0148904041995,0.0104881961831,0.0579170006282,0.057709344828,4/29/2011
-0.00996178848848,-0.0163084416287,-0.00192856232531,0.00909998399853,-0.0354170959759,-0.006040139454,-0.0130144699056,-0.00102011910235,-0.0417922349818,-0.0202346511022,0.0115271335811,5/6/2011
-0.0179283014274,-0.0107967971982,-0.0330117403774,0.024791353642,-0.0449750758791,-0.0592891778535,-0.0428691802255,-0.00769326742322,0.00791835768931,0.0274775465001,0.0464407624793,5/13/2011
-0.0156294587351,-0.0104798788086,-0.0152769114296,-0.0194916566952,-0.01251085127,-0.0468137715361,-0.000462318344324,0.0166951374851,-0.0112712526996,-0.0110547508169,0.0272110850951,5/20/2011
0.00651256709224,-0.0059927020411,0.0109633936888,-0.0230164445233,0.0100211714032,0.0293925899038,-0.00791422512092,0.0158738614933,-0.0177895415635,0.0115376894203,-0.0331519396859,5/27/2011
0.0177129234536,0.00417612258715,-0.0351412154211,-0.0303853942253,-0.0402675118198,-0.0243069440592,-0.028925929773,-0.0287988530723,-0.0242226375758,-0.00431396994005,-0.00900283088995,6/3/2011
-0.052421258565,-0.0262944915683,-0.0084005533338,-0.0095505594555,-0.0187757136931,0.00435226908995,-0.0125898568332,-0.0411750922573,-0.0358812864939,-0.0356525449707,-0.00790695413158,6/10/2011
-0.0174578138789,-0.0492481139452,0.0231414803932,-0.000858138963897,0.0061544491456,0.00959391832849,-0.00610898564881,0.00814635527011,0.0103838404797,0.00743125618785,0.00815537047865,6/17/2011
0.0188387236134,-0.0211283527437,0.00165010998199,0.0326219151683,-0.0275317308247,-0.0471485713341,-0.0326345580531,-0.0158686917822,0.0372494855126,-0.00892779534233,0.00161320379963,6/24/2011
0.0505165905621,0.0927402965624,0.0683884669868,0.0843201452651,0.0674605048514,0.0429091526603,0.0576969893209,0.0631997048335,0.0774096800054,0.032822290819,0.0440732440833,7/1/2011
0.046810110682,0.0208235311101,0.0340018102893,0.041102636792,-0.063416392389,-0.0189844494368,-0.0204063564147,-0.00495050515986,0.00040040040575,-0.0288465514783,-0.0207878782884,7/8/2011
