Date,AAPL,GOOGL,MSFT,AMZN,MS,GS,JPM,BLK,MYL,PFE,AET
12/4/2015,116.4393,779.21,54.4168,672.64,34.4755,187.082,65.5826,351.68,51.41,31.6048,104.163
12/11/2015,110.7166,750.42,52.6162,640.15,31.313,173.858,61.8925,314.656,52.56,30.8917,103.757
12/18/2015,103.7223,756.85,52.6843,664.14,30.5419,172.804,62.2112,313.379,53.17,30.8243,107.278
12/25/2015,105.6787,765.84,54.1832,662.79,31.7034,179.677,64.3365,328.908,54.82,31.4313,108.425
1/1/2016,102.969,778.01,53.9983,675.89,31.0495,177.471,63.7859,331.95,54.07,31.1037,106.932
1/8/2016,94.8497,730.91,50.9324,607.05,27.7015,161.431,57.2993,300.034,49.42,29.8703,105.893
1/15/2016,95.016,710.49,49.6282,570.18,25.3491,153.228,55.471,289.115,49.71,29.6873,104.133
1/22/2016,99.2126,745.46,50.8935,596.38,24.9977,154.459,55.3835,292.995,53.11,29.5909,106.651
1/29/2016,95.2214,761.35,53.6187,587.0,25.4108,159.087,57.8634,306.35,52.69,29.3789,100.96
2/5/2016,92.4727,703.76,48.8204,502.13,23.9085,154.075,56.1615,300.004,51.39,28.2534,98.363
2/12/2016,92.4432,706.89,49.1513,507.08,22.6714,143.893,55.9087,299.078,41.825,28.5745,98.442
2/19/2016,94.4595,722.11,50.7982,534.9,23.5649,144.661,56.2296,306.38,45.34,28.7011,102.556
2/26/2016,95.3152,724.86,50.2884,555.23,24.7038,147.95,55.9573,306.019,47.14,29.4213,108.971
3/4/2016,101.3148,730.22,51.004,575.14,25.6562,155.11,58.3982,317.839,44.78,28.9152,107.127
3/11/2016,100.5771,744.87,52.0235,569.61,25.5286,152.242,57.7078,333.438,48.6,29.684,112.49
3/18/2016,104.1769,755.41,52.4352,552.08,25.8035,155.862,58.8164,336.295,45.05,28.6621,111.637
3/25/2016,103.931,754.84,53.141,582.95,24.478,151.313,57.8439,328.167,45.88,29.2753,111.439
4/1/2016,108.1799,769.67,54.4742,598.5,25.0671,158.058,58.2232,336.266,47.5,29.2363,112.728
4/8/2016,106.8718,759.47,53.3469,594.6,23.3194,148.623,56.5675,325.536,47.0,31.6305,107.93
4/15/2016,108.0422,780.0,54.5526,625.89,25.293,156.772,60.6136,351.198,46.89,31.6305,109.114
4/22/2016,103.9409,737.77,50.7589,620.5,27.1978,164.911,62.671,358.786,48.29,32.3799,114.092
4/29/2016,92.1973,707.88,48.8866,659.59,26.7148,162.3,61.9166,349.813,41.71,31.8349,111.558
5/6/2016,91.7494,725.18,49.3963,673.95,25.9152,157.098,60.3491,349.499,39.65,32.6816,112.104
5/13/2016,89.5724,724.83,50.0727,709.92,25.5598,153.627,59.9572,340.939,39.16,32.5913,107.216
5/20/2016,94.2232,721.71,49.9689,702.8,26.4285,152.806,62.2203,347.536,41.51,33.1314,109.938
5/27/2016,99.2995,747.6,51.647,712.24,27.1788,158.418,64.1013,358.413,43.06,33.9857,112.532
6/3/2016,96.8949,735.86,51.1238,725.54,26.2015,154.584,63.3274,355.028,44.52,34.0643,119.279
6/10/2016,97.7954,733.19,50.8178,717.91,25.2142,148.845,62.5436,342.778,44.53,34.6535,119.756
6/17/2016,94.332,704.25,49.4852,706.39,24.9872,144.624,61.0153,337.749,45.01,33.6028,120.332
6/24/2016,92.4222,685.2,49.189,698.96,24.2072,140.871,58.3897,328.492,43.56,33.3573,116.914
7/1/2016,94.8862,710.25,50.5019,725.68,25.5894,147.216,60.4832,337.156,43.48,34.9284,119.189
7/8/2016,95.6679,717.78,51.6273,745.81,26.0336,149.331,61.046,341.029,44.54,35.4685,116.258
7/15/2016,97.7459,735.63,53.0093,735.44,27.6527,160.513,63.3662,352.538,45.45,36.1068,118.131
7/22/2016,97.6272,759.28,55.8424,744.86,28.5511,159.291,63.228,358.663,46.59,36.0773,119.954
7/29/2016,103.1191,791.34,55.9509,758.81,28.5589,157.703,63.1589,361.825,46.79,36.2246,114.726
8/5/2016,106.931,806.93,57.2145,765.98,28.8373,160.96,65.4593,370.222,48.46,35.09,118.788
8/12/2016,107.6274,807.05,57.1947,772.56,28.9963,162.112,64.4917,362.17,48.46,34.6346,119.077
8/19/2016,108.8014,799.65,57.2334,757.31,30.3681,165.071,65.0249,367.555,48.66,34.6346,119.575
8/26/2016,106.3938,793.22,57.6406,769.0,30.9745,164.813,65.3803,366.606,43.03,34.4762,116.737
9/2/2016,107.1797,796.87,57.283,772.44,31.7001,168.657,66.6342,371.596,39.97,34.4266,116.239
9/9/2016,102.6032,788.48,55.8328,760.14,31.4019,168.049,65.8049,359.996,39.89,33.7633,115.064
9/16/2016,114.333,797.97,56.8658,778.52,31.4019,165.487,64.9854,363.763,41.79,33.6048,114.576
9/23/2016,112.1343,814.96,57.0446,805.75,31.72,164.62,66.3973,363.445,42.06,33.9217,115.144
9/30/2016,112.4725,804.06,57.2135,837.31,31.8691,160.772,65.7456,360.275,38.12,33.5355,114.965
10/7/2016,113.4774,800.71,57.4121,839.43,32.1176,169.305,67.7352,355.056,35.94,33.2286,113.242
10/14/2016,117.0291,804.6,57.0347,822.96,31.8791,169.993,67.1485,352.77,36.49,32.3375,109.417
10/21/2016,116.0044,824.06,59.2597,818.99,33.2409,174.13,68.1131,343.467,37.02,31.8622,111.024
10/28/2016,113.1391,819.56,59.4683,776.32,33.52,176.593,68.7297,337.642,37.19,31.6147,107.172
11/4/2016,108.84,781.1,58.316,755.05,32.78,175.376,67.3871,343.715,35.0,29.7038,105.885
11/11/2016,108.43,771.75,58.624,739.01,38.49,203.31,76.268,368.952,37.93,32.59,119.038
11/18/2016,110.06,775.97,60.35,760.16,40.43,209.7,77.2824,370.532,36.47,31.48,124.627
11/25/2016,111.79,780.23,60.53,780.37,41.1,210.727,78.3962,371.417,36.68,31.69,129.307
12/2/2016,109.9,764.46,59.25,740.34,41.83,223.36,81.151,369.121,35.99,31.63,133.219
12/9/2016,113.95,809.45,61.97,768.66,43.73,241.85,85.0196,388.54,36.51,31.7,128.648
12/16/2016,115.97,809.84,62.3,757.77,42.71,238.9,84.4726,392.62,37.82,32.84,126.553
12/23/2016,116.52,807.8,63.24,760.59,43.06,240.97,86.571,385.74,37.5,32.48,125.694
12/30/2016,115.82,792.45,62.14,749.87,42.25,239.45,85.8152,380.54,38.15,32.48,123.758
