,AAPL,GOOGL,MSFT,AMZN,MS,GS,JPM,BLK,MYL,PFE,AET
AAPL,0.00119755896329,0.000506981578897,0.000462471104901,0.000476376858484,0.000448051861512,0.000418657437848,0.000409564950552,0.000481044971231,0.000441390903058,0.000221830413527,0.000195999764326
GOOGL,0.000506981578897,0.00116158347625,0.00061551849935,0.000756531381109,0.000467359771224,0.000392062831093,0.00040247371633,0.000485527673948,0.000339419058477,0.000281978192188,0.000182020063469
MSFT,0.000462471104901,0.00061551849935,0.00100676969552,0.000457673554748,0.000499204217559,0.000429148019817,0.000452441593285,0.000520965219769,0.000369311348605,0.000274314971631,0.000180607709161
AMZN,0.000476376858484,0.000756531381109,0.000457673554748,0.00176567880241,0.000506115744247,0.000326340154096,0.000297262800407,0.000449344177542,0.00022486967158,0.000246224998254,0.000143702245812
MS,0.000448051861512,0.000467359771224,0.000499204217559,0.000506115744247,0.00145857344307,0.00107150455554,0.000903397700478,0.000814709703023,0.000631319424306,0.000420921791966,0.000477893438922
GS,0.000418657437848,0.000392062831093,0.000429148019817,0.000326340154096,0.00107150455554,0.00102765066491,0.000824899480534,0.000685048181407,0.000533439549527,0.000332474844703,0.000398943418213
JPM,0.000409564950552,0.00040247371633,0.000452441593285,0.000297262800407,0.000903397700478,0.000824899480534,0.000864670432447,0.000635985572199,0.000377784249208,0.000358023381565,0.000346156706507
BLK,0.000481044971231,0.000485527673948,0.000520965219769,0.000449344177542,0.000814709703023,0.000685048181407,0.000635985572199,0.000887441531585,0.000457685110267,0.000330591769288,0.000363365673362
MYL,0.000441390903058,0.000339419058477,0.000369311348605,0.00022486967158,0.000631319424306,0.000533439549527,0.000377784249208,0.000457685110267,0.00268431679193,0.000449900842433,0.000570880488204
PFE,0.000221830413527,0.000281978192188,0.000274314971631,0.000246224998254,0.000420921791966,0.000332474844703,0.000358023381565,0.000330591769288,0.000449900842433,0.000642782747496,0.000317929167052
AET,0.000195999764326,0.000182020063469,0.000180607709161,0.000143702245812,0.000477893438922,0.000398943418213,0.000346156706507,0.000363365673362,0.000570880488204,0.000317929167052,0.000980452762471
