,AAPL,GOOGL,MSFT,AMZN,MS,GS,JPM,BLK,MYL,PFE,AET
AAPL,0.00127614352551,0.000398668518227,0.000337574954676,0.000531604567529,0.000446742363432,0.000407896870462,0.000362019898039,0.000464753783177,0.000209187108594,0.000145277722653,0.000118048443714
GOOGL,0.000398668518227,0.00126703535482,0.000569412578175,0.000843777493926,0.000551371571471,0.000401880250809,0.000414464224768,0.000556720294673,0.000274583582926,0.000318290550907,0.000194674311226
MSFT,0.000337574954676,0.000569412578175,0.00127281356855,0.00044191657171,0.000464633848918,0.00039933963695,0.000409428358452,0.000536247630791,0.000388770986018,0.000268889838822,0.000216450600789
AMZN,0.000531604567529,0.000843777493926,0.00044191657171,0.00189569346053,0.000646373687819,0.000504633649727,0.000362539636184,0.000621279285044,0.000320315773566,0.000302299262989,0.000202564343148
MS,0.000446742363432,0.000551371571471,0.000464633848918,0.000646373687819,0.00132400121907,0.00089971142841,0.000739667430866,0.000795461334637,0.00058783027782,0.000345270213476,0.000340940487048
GS,0.000407896870462,0.000401880250809,0.00039933963695,0.000504633649727,0.00089971142841,0.000855156246156,0.000661168715577,0.000689343987087,0.000542412598981,0.000285802109299,0.000287920708897
JPM,0.000362019898039,0.000414464224768,0.000409428358452,0.000362539636184,0.000739667430866,0.000661168715577,0.000779196226415,0.000593990942529,0.000351121324029,0.000301704248777,0.000258359921727
BLK,0.000464753783177,0.000556720294673,0.000536247630791,0.000621279285044,0.000795461334637,0.000689343987087,0.000593990942529,0.000990599654713,0.000403506477985,0.000341346858874,0.000278927677954
MYL,0.000209187108594,0.000274583582926,0.000388770986018,0.000320315773566,0.00058783027782,0.000542412598981,0.000351121324029,0.000403506477985,0.00236336117849,0.000349110183101,0.000473549774795
PFE,0.000145277722653,0.000318290550907,0.000268889838822,0.000302299262989,0.000345270213476,0.000285802109299,0.000301704248777,0.000341346858874,0.000349110183101,0.000575120479369,0.00024746893771
AET,0.000118048443714,0.000194674311226,0.000216450600789,0.000202564343148,0.000340940487048,0.000287920708897,0.000258359921727,0.000278927677954,0.000473549774795,0.00024746893771,0.000884979440332
