,AAPL,GOOGL,MSFT,AMZN,MS,GS,JPM,BLK,MYL,PFE,AET
AAPL,0.0013715806643,0.00029346366753,0.000195955998405,0.000367926434538,0.000302264136825,0.000319446512291,0.000236653977498,0.000323650188226,0.000195041310514,0.000125421892905,9.49551663286e-05
GOOGL,0.00029346366753,0.00124243202801,0.000449344788817,0.000689375888829,0.000454070435506,0.000327696217901,0.000341177084907,0.000445294096693,0.000248082046445,0.000316119799872,0.000208112720282
MSFT,0.000195955998405,0.000449344788817,0.00113665020521,0.000240492887653,0.000372522598604,0.000321623495905,0.000300494743634,0.000401550470972,0.000419206669881,0.000234102334517,0.000296721352915
AMZN,0.000367926434538,0.000689375888829,0.000240492887653,0.00165851303331,0.000432859677816,0.000355232754751,0.000223809666831,0.000470208217399,0.000238769295986,0.000268917082131,0.000193060324837
MS,0.000302264136825,0.000454070435506,0.000372522598604,0.000432859677816,0.00119008496079,0.000792765957749,0.000607943032202,0.000693054768271,0.000464066005999,0.000286125041653,0.0003346709108
GS,0.000319446512291,0.000327696217901,0.000321623495905,0.000355232754751,0.000792765957749,0.00077720808673,0.000553500307355,0.000590519308009,0.00044405315057,0.000254377146145,0.000314366361014
JPM,0.000236653977498,0.000341177084907,0.000300494743634,0.000223809666831,0.000607943032202,0.000553500307355,0.000659925559463,0.000451801313343,0.000342545659575,0.000284496887204,0.000325837714159
BLK,0.000323650188226,0.000445294096693,0.000401550470972,0.000470208217399,0.000693054768271,0.000590519308009,0.000451801313343,0.000842576443814,0.000376655809371,0.000327384720519,0.000300710993467
MYL,0.000195041310514,0.000248082046445,0.000419206669881,0.000238769295986,0.000464066005999,0.00044405315057,0.000342545659575,0.000376655809371,0.00185597233697,0.000363475147201,0.000397726906455
PFE,0.000125421892905,0.000316119799872,0.000234102334517,0.000268917082131,0.000286125041653,0.000254377146145,0.000284496887204,0.000327384720519,0.000363475147201,0.00057771195493,0.000232395649087
AET,9.49551663286e-05,0.000208112720282,0.000296721352915,0.000193060324837,0.0003346709108,0.000314366361014,0.000325837714159,0.000300710993467,0.000397726906455,0.000232395649087,0.000815853324836
