,AAPL,GOOGL,MSFT,AMZN,MS,GS,JPM,BLK,MYL,PFE,AET
AAPL,0.00168300247289,0.000531883436743,0.000254062248864,0.000625607746102,0.000593078675881,0.000487711442247,0.000445050590901,0.000561455276335,0.000327057137473,0.000124538308662,0.000255969054563
GOOGL,0.000531883436743,0.00129047901461,0.000401143109371,0.000763840328309,0.000725905889711,0.000444620706711,0.000533770735699,0.000563563710629,0.000550186739123,0.000334850122201,0.000364976915245
MSFT,0.000254062248864,0.000401143109371,0.00101135278713,0.000496047009964,0.000745628332863,0.000461507048225,0.00050106218947,0.00045012006171,0.000548475939764,0.000213362669576,0.000449995131734
AMZN,0.000625607746102,0.000763840328309,0.000496047009964,0.00187945244534,0.000938872485943,0.000704172879381,0.000617662751465,0.000686688909574,0.000590485762758,0.00039520345124,0.000417480371912
MS,0.000593078675881,0.000725905889711,0.000745628332863,0.000938872485943,0.00319167567347,0.00202741688083,0.00178744332501,0.00132349921209,0.00115825589913,0.000509159061732,0.000856920255677
GS,0.000487711442247,0.000444620706711,0.000461507048225,0.000704172879381,0.00202741688083,0.00170413669533,0.00131599312292,0.000983259936414,0.000834709186792,0.000327923551259,0.000547287394549
JPM,0.000445050590901,0.000533770735699,0.00050106218947,0.000617662751465,0.00178744332501,0.00131599312292,0.00155875624748,0.000923247122778,0.000806406210707,0.000441336039926,0.000706780142939
BLK,0.000561455276335,0.000563563710629,0.00045012006171,0.000686688909574,0.00132349921209,0.000983259936414,0.000923247122778,0.00120028362571,0.000801597616671,0.000476269140656,0.000622050259049
MYL,0.000327057137473,0.000550186739123,0.000548475939764,0.000590485762758,0.00115825589913,0.000834709186792,0.000806406210707,0.000801597616671,0.00160595051511,0.000502053849808,0.000765045440485
PFE,0.000124538308662,0.000334850122201,0.000213362669576,0.00039520345124,0.000509159061732,0.000327923551259,0.000441336039926,0.000476269140656,0.000502053849808,0.000599255847985,0.000302681152551
AET,0.000255969054563,0.000364976915245,0.000449995131734,0.000417480371912,0.000856920255677,0.000547287394549,0.000706780142939,0.000622050259049,0.000765045440485,0.000302681152551,0.00126490349241
