,AAPL,GOOGL,MSFT,AMZN,MS,GS,JPM,BLK,MYL,PFE,AET
AAPL,0.00127876258739,0.000171650070212,0.000150225495947,0.000303575081284,0.00021103036394,0.000223267434189,0.00014084538125,0.000240657214396,0.000142907913408,8.7852880779e-05,3.82687696636e-05
GOOGL,0.000171650070212,0.000911746921923,0.000339489636722,0.000576992864705,0.000306507235151,0.000223138314575,0.000242992428695,0.000291496761111,0.000248082954494,0.000224400199552,0.000148276708703
MSFT,0.000150225495947,0.000339489636722,0.00108951109101,0.000187536692855,0.000299596766154,0.000263527507339,0.000235908751381,0.000341608910383,0.00041458137963,0.000169735452654,0.000262964469888
AMZN,0.000303575081284,0.000576992864705,0.000187536692855,0.001528152584,0.000379571282208,0.000334961519493,0.000187897829737,0.000407303105409,0.000251790553244,0.000213831945629,0.000141296276048
MS,0.00021103036394,0.000306507235151,0.000299596766154,0.000379571282208,0.00133489651548,0.000879210307485,0.000689841163781,0.000639820805302,0.000376393471895,0.000195596289242,0.000289001760657
GS,0.000223267434189,0.000223138314575,0.000263527507339,0.000334961519493,0.000879210307485,0.000850351413553,0.000617550973393,0.000545516970985,0.000380998280175,0.000196266223191,0.00026370712037
JPM,0.00014084538125,0.000242992428695,0.000235908751381,0.000187897829737,0.000689841163781,0.000617550973393,0.000730759320377,0.000410363910352,0.000321263032402,0.000227070783996,0.000291132934116
BLK,0.000240657214396,0.000291496761111,0.000341608910383,0.000407303105409,0.000639820805302,0.000545516970985,0.000410363910352,0.000771697774902,0.000289383878885,0.000274717829094,0.000267007831865
MYL,0.000142907913408,0.000248082954494,0.00041458137963,0.000251790553244,0.000376393471895,0.000380998280175,0.000321263032402,0.000289383878885,0.00150954837979,0.000338152395139,0.000328161330686
PFE,8.7852880779e-05,0.000224400199552,0.000169735452654,0.000213831945629,0.000195596289242,0.000196266223191,0.000227070783996,0.000274717829094,0.000338152395139,0.00051230262948,0.000186300896647
AET,3.82687696636e-05,0.000148276708703,0.000262964469888,0.000141296276048,0.000289001760657,0.00026370712037,0.000291132934116,0.000267007831865,0.000328161330686,0.000186300896647,0.000704870571033
