,AAPL,GOOGL,MSFT,AMZN,MS,GS,JPM,BLK,MYL,PFE,AET
AAPL,0.00125807033172,0.000393400281937,0.000334012415043,0.000511040683325,0.000434707809925,0.000391263920433,0.000346001586097,0.00045618963419,0.000226264128604,0.000150116239615,0.000124426945454
GOOGL,0.000393400281937,0.00127570246977,0.000569233121802,0.000855900603492,0.000551286086169,0.00040168102293,0.00041864740803,0.000560029185169,0.000280818128606,0.000324748564091,0.000204871098916
MSFT,0.000334012415043,0.000569233121802,0.00127094650947,0.000443711707608,0.000465776195492,0.000397980692816,0.000405928540092,0.000532111393827,0.00039549882929,0.00027194779767,0.000222063234569
AMZN,0.000511040683325,0.000855900603492,0.000443711707608,0.00190424173009,0.000625978751312,0.000489446602062,0.000361732553102,0.000613472746386,0.000330091096214,0.000308068790064,0.00020438858106
MS,0.000434707809925,0.000551286086169,0.000465776195492,0.000625978751312,0.00130887349758,0.000886126615283,0.000735019710062,0.000801248902717,0.000591183353437,0.00034609211074,0.000339212092705
GS,0.000391263920433,0.00040168102293,0.000397980692816,0.000489446602062,0.000886126615283,0.000840124915774,0.000651688122449,0.000686705114814,0.000554651231334,0.000290324196031,0.00029266385408
JPM,0.000346001586097,0.00041864740803,0.000405928540092,0.000361732553102,0.000735019710062,0.000651688122449,0.00077202053772,0.000591486889346,0.000370281366004,0.000312248258717,0.000275514198903
BLK,0.00045618963419,0.000560029185169,0.000532111393827,0.000613472746386,0.000801248902717,0.000686705114814,0.000591486889346,0.00100620349851,0.000420679817205,0.000354042368024,0.000304721688233
MYL,0.000226264128604,0.000280818128606,0.00039549882929,0.000330091096214,0.000591183353437,0.000554651231334,0.000370281366004,0.000420679817205,0.00233882896513,0.000340837539502,0.000459190471318
PFE,0.000150116239615,0.000324748564091,0.00027194779767,0.000308068790064,0.00034609211074,0.000290324196031,0.000312248258717,0.000354042368024,0.000340837539502,0.000574581483425,0.000246348394545
AET,0.000124426945454,0.000204871098916,0.000222063234569,0.00020438858106,0.000339212092705,0.00029266385408,0.000275514198903,0.000304721688233,0.000459190471318,0.000246348394545,0.000882503866966
