,AAPL,GOOGL,MSFT,AMZN,MS,GS,JPM,BLK,MYL,PFE,AET
AAPL,0.00127504276544,0.000389168002062,0.00033063050713,0.000506697499913,0.000447029826202,0.000396532015033,0.000346033317688,0.000461154249381,0.000203046544239,0.000149830730186,0.000128009165806
GOOGL,0.000389168002062,0.00127396775865,0.000565870688533,0.000850087520385,0.000545355948506,0.00040065396443,0.000418128816517,0.000556670119568,0.000273557112599,0.000324370084406,0.000199389811359
MSFT,0.00033063050713,0.000565870688533,0.00126582646838,0.000434580006102,0.000459158679283,0.000397959170634,0.000405264789434,0.000528177741515,0.00038523330125,0.000271090627192,0.000216639327212
AMZN,0.000506697499913,0.000850087520385,0.000434580006102,0.00188851942923,0.00061701391078,0.000490784967497,0.000360687576644,0.000607256195366,0.000312349850827,0.000306614702863,0.000193980467909
MS,0.000447029826202,0.000545355948506,0.000459158679283,0.00061701391078,0.00129837142497,0.000868086924482,0.000732475742049,0.000801128311133,0.00048866325234,0.000348881665202,0.00033423101015
GS,0.000396532015033,0.00040065396443,0.000397959170634,0.000490784967497,0.000868086924482,0.00081230795573,0.000649078395081,0.000686557298843,0.00045486393529,0.000294767600077,0.000291980935919
JPM,0.000346033317688,0.000418128816517,0.000405264789434,0.000360687576644,0.000732475742049,0.000649078395081,0.000771690540377,0.000590957148724,0.000359620066775,0.000312557634379,0.000274700761529
BLK,0.000461154249381,0.000556670119568,0.000528177741515,0.000607256195366,0.000801128311133,0.000686557298843,0.000590957148724,0.00100600194128,0.000398985846657,0.000353851880301,0.000302964294396
MYL,0.000203046544239,0.000273557112599,0.00038523330125,0.000312349850827,0.00048866325234,0.00045486393529,0.000359620066775,0.000398985846657,0.00202457713122,0.000352694563286,0.000436736496232
PFE,0.000149830730186,0.000324370084406,0.000271090627192,0.000306614702863,0.000348881665202,0.000294767600077,0.000312557634379,0.000353851880301,0.000352694563286,0.00057386775381,0.000245331522715
AET,0.000128009165806,0.000199389811359,0.000216639327212,0.000193980467909,0.00033423101015,0.000291980935919,0.000274700761529,0.000302964294396,0.000436736496232,0.000245331522715,0.000883903134947
