,AAPL,GOOGL,MSFT,AMZN,MS,GS,JPM,BLK,MYL,PFE,AET
AAPL,0.00170819280501,0.000589107611599,0.000287005467352,0.000620042367058,0.000544204054234,0.000454342098741,0.000408452748338,0.000578851767773,0.000385608432936,7.56683751463e-05,0.000321735132704
GOOGL,0.000589107611599,0.00133585805717,0.000420445181364,0.000824586188244,0.000703399285482,0.000443166881477,0.000546687677688,0.00059883585662,0.000512686182883,0.000317119018598,0.000389633230583
MSFT,0.000287005467352,0.000420445181364,0.000998319450185,0.000560748861531,0.000739394837846,0.000460028803265,0.000491855251319,0.000440773026614,0.000534790576621,0.000195660568609,0.000437119149893
AMZN,0.000620042367058,0.000824586188244,0.000560748861531,0.00188077037465,0.000871626403164,0.000667672198478,0.000651979088516,0.000714604969936,0.000606142818389,0.00036529093355,0.000488141180782
MS,0.000544204054234,0.000703399285482,0.000739394837846,0.000871626403164,0.00302505169906,0.00194437464527,0.00171774161493,0.00124509800676,0.00106572283558,0.000420728593997,0.000835362314991
GS,0.000454342098741,0.000443166881477,0.000460028803265,0.000667672198478,0.00194437464527,0.00163535417904,0.00125783543239,0.000927232467598,0.000741539193057,0.000263791300355,0.000499284338021
JPM,0.000408452748338,0.000546687677688,0.000491855251319,0.000651979088516,0.00171774161493,0.00125783543239,0.00148760128971,0.00087122969009,0.000750777767355,0.000359031875947,0.000645011358624
BLK,0.000578851767773,0.00059883585662,0.000440773026614,0.000714604969936,0.00124509800676,0.000927232467598,0.00087122969009,0.00121774494568,0.000796095870572,0.000393890643939,0.000643086719626
MYL,0.000385608432936,0.000512686182883,0.000534790576621,0.000606142818389,0.00106572283558,0.000741539193057,0.000750777767355,0.000796095870572,0.00138820387647,0.000426338848669,0.000742478956837
PFE,7.56683751463e-05,0.000317119018598,0.000195660568609,0.00036529093355,0.000420728593997,0.000263791300355,0.000359031875947,0.000393890643939,0.000426338848669,0.000608564784534,0.000329031453556
AET,0.000321735132704,0.000389633230583,0.000437119149893,0.000488141180782,0.000835362314991,0.000499284338021,0.000645011358624,0.000643086719626,0.000742478956837,0.000329031453556,0.0013699706645
