,AAPL,GOOGL,MSFT,AMZN,MS,GS,JPM,BLK,MYL,PFE,AET
AAPL,0.00120250219728,0.00049392706072,0.000459797367171,0.000466997366556,0.000438996632242,0.000398291357277,0.000396274833137,0.000467157060272,0.000426512360389,0.000220441051606,0.00020277040597
GOOGL,0.00049392706072,0.00115184061328,0.000596581408006,0.000750506793739,0.000445451266633,0.000371258547474,0.000389703440912,0.000478301553375,0.000351271161523,0.000283318626778,0.000206954715857
MSFT,0.000459797367171,0.000596581408006,0.000998872861093,0.000446283712502,0.000485491314957,0.000406495079541,0.000437788173416,0.000507652644024,0.000354930243781,0.000274751239653,0.000182970200457
AMZN,0.000466997366556,0.000750506793739,0.000446283712502,0.0017670554041,0.00048859722259,0.000316041759568,0.000290730447685,0.000451889859089,0.000231787343594,0.000248771402555,0.000152976972273
MS,0.000438996632242,0.000445451266633,0.000485491314957,0.00048859722259,0.00144138546355,0.00104541732156,0.000887659877605,0.000798054283175,0.000630862348664,0.000426221800193,0.000478227988735
GS,0.000398291357277,0.000371258547474,0.000406495079541,0.000316041759568,0.00104541732156,0.000996250287965,0.000807154647172,0.000673297899279,0.00053468609759,0.000335363923652,0.000421887822335
JPM,0.000396274833137,0.000389703440912,0.000437788173416,0.000290730447685,0.000887659877605,0.000807154647172,0.000852914782508,0.000631577845558,0.000378286881867,0.000361016842551,0.000357758121389
BLK,0.000467157060272,0.000478301553375,0.000507652644024,0.000451889859089,0.000798054283175,0.000673297899279,0.000631577845558,0.00088544978674,0.000458380149765,0.000326972886503,0.000383739331931
MYL,0.000426512360389,0.000351271161523,0.000354930243781,0.000231787343594,0.000630862348664,0.00053468609759,0.000378286881867,0.000458380149765,0.00271017996279,0.000443878613014,0.000607574085229
PFE,0.000220441051606,0.000283318626778,0.000274751239653,0.000248771402555,0.000426221800193,0.000335363923652,0.000361016842551,0.000326972886503,0.000443878613014,0.000635379573442,0.000324663944459
AET,0.00020277040597,0.000206954715857,0.000182970200457,0.000152976972273,0.000478227988735,0.000421887822335,0.000357758121389,0.000383739331931,0.000607574085229,0.000324663944459,0.00098483932448
