Date,Open,High,Low,Close,Adj Close,Volume
2013-06-04,30.309999,30.400000,29.500000,29.870001,29.870001,6481200
2013-06-05,29.900000,30.450001,29.730000,29.889999,29.889999,5448800
2013-06-06,29.900000,30.420000,29.700001,30.410000,30.410000,3588000
2013-06-07,30.520000,30.959999,30.150000,30.580000,30.580000,2540900
2013-06-10,30.650000,30.900000,30.430000,30.709999,30.709999,2560600
2013-06-11,30.510000,31.120001,30.299999,30.770000,30.770000,4127600
2013-06-12,30.920000,31.360001,30.730000,30.820000,30.820000,4410500
2013-06-13,30.809999,31.420000,30.440001,31.340000,31.340000,3451300
2013-06-14,31.450001,32.000000,31.299999,31.680000,31.680000,3841100
2013-06-17,31.830000,32.000000,31.209999,31.540001,31.540001,4009400
2013-06-18,31.620001,31.959999,31.410000,31.870001,31.870001,3417300
2013-06-19,31.889999,31.920000,31.139999,31.270000,31.270000,3461800
2013-06-20,31.040001,31.059999,30.180000,30.350000,30.350000,5468800
2013-06-21,30.490000,30.809999,29.900000,30.629999,30.629999,10274300
2013-06-24,30.330000,30.510000,29.930000,30.250000,30.250000,3814000
2013-06-25,30.549999,30.719999,30.100000,30.400000,30.400000,5096300
2013-06-26,30.450001,30.809999,30.340000,30.480000,30.480000,3138900
2013-06-27,30.719999,30.980000,30.600000,30.900000,30.900000,3778900
2013-06-28,30.850000,31.469999,30.730000,31.030001,31.030001,5697300
2013-07-01,30.950001,31.389999,30.850000,30.860001,30.860001,3266600
2013-07-02,30.830000,30.889999,30.280001,30.370001,30.370001,3793900
2013-07-03,30.180000,30.570000,30.010000,30.469999,30.469999,1723000
2013-07-05,30.730000,30.959999,30.570000,30.840000,30.840000,2300900
2013-07-08,31.020000,31.120001,30.590000,30.900000,30.900000,3394400
2013-07-09,31.129999,31.500000,30.910000,31.190001,31.190001,3631700
2013-07-10,31.230000,31.490000,30.980000,31.280001,31.280001,3239600
2013-07-11,31.570000,31.750000,31.420000,31.440001,31.440001,4823800
2013-07-12,31.549999,32.099998,31.510000,32.090000,32.090000,3558400
2013-07-15,32.099998,32.240002,31.639999,32.130001,32.130001,3153400
2013-07-16,32.230000,32.279999,31.920000,32.110001,32.110001,3670000
2013-07-17,32.099998,32.240002,31.760000,31.980000,31.980000,3222900
2013-07-18,32.009998,32.619999,32.000000,32.299999,32.299999,2753600
2013-07-19,32.419998,32.700001,32.000000,32.669998,32.669998,2839800
2013-07-22,33.000000,33.070000,32.529999,32.650002,32.650002,2447800
2013-07-23,32.720001,32.750000,32.150002,32.320000,32.320000,3815100
2013-07-24,32.320000,32.610001,32.160000,32.380001,32.380001,1894200
2013-07-25,32.189999,32.650002,32.000000,32.590000,32.590000,2001200
